sl_no,latitude,longitude,elevation_m,slope_degrees
1361,27.859444,94.789222,420.0,10.999158271052183
1362,27.863722,93.473389,847.0,36.815480279408405
1363,27.866083,93.467306,880.0,39.00770983983683
1364,27.86775,93.465861,888.0,51.020666768917515
1365,27.868667,94.787083,331.0,45.868250787968954
1366,27.870361,94.817861,374.0,23.750100573474086
1367,27.872722,93.456306,807.0,29.24925904290538
1368,27.874667,93.452917,783.0,24.904481044556743
1371,27.882056,93.444333,786.0,32.490306531189724
1373,27.893389,94.842194,702.0,11.795709540896548
1374,27.897361,94.844111,717.0,30.337664384844906
1375,27.897722,93.406306,878.0,29.686933196903503
1376,27.898806,93.408444,877.0,28.987578250072634
1377,27.903389,93.370361,880.0,25.253207609369632
1378,27.903417,93.371722,894.0,25.197913740371355
1386,27.909278,94.736111,540.0,22.090258704050036
1387,27.910417,94.739528,482.0,30.568994594623476
1388,27.91164,96.34269,1274.0,36.83590849508688
1389,27.912806,94.726972,656.0,33.573963453775406
1390,27.913333,94.737472,475.0,29.49620849656644
1391,27.914944,94.721806,740.0,43.879267026727
1395,27.91886,96.33156,1309.0,31.77256152831432
1396,27.91897,96.33108,1284.0,30.508958866202807
1397,27.933611,94.703472,974.0,22.765646640754472
1398,27.937861,94.702139,913.0,33.854514812620515
1399,27.938056,94.700306,894.0,35.63524161504921
1400,27.93967,96.38097,1560.0,34.75376186272035
1401,27.94083,96.38161,1533.0,30.205466819616653
1402,27.94175,94.695694,836.0,19.370844026969944
1403,27.942917,94.694528,822.0,28.222814437179903
1404,27.944389,95.117586,333.0,13.03657849691309
1405,27.944444,94.692528,800.0,30.17480904438851
1406,27.94903,96.39158,967.0,41.77567556138229
1407,27.951306,95.074056,437.0,20.136303428248134
1408,27.95603,96.40267,645.0,36.733505603395045
1409,27.95672,96.39697,895.0,17.93200256558677
1410,27.957306,94.68625,660.0,22.8781056322946
1411,27.95964,96.40178,716.0,25.03089023333195
1412,27.96325,96.40097,526.0,32.74612665551688
1413,27.965819,94.293672,234.0,24.16881343581011
1414,27.96756,96.40189,414.0,17.775317038209
1415,27.96756,96.40214,413.0,21.954998832237578
1416,27.968,96.39822,439.0,27.565248984490395
1417,27.979306,94.228528,281.0,29.205932247399417
1418,27.98333,96.40433,390.0,10.046788047511114
1419,27.98728,96.41208,387.0,6.721369339369457
1420,27.98747,96.41133,401.0,36.733505603395045
1421,27.995889,94.525941,456.0,28.632096976803734
1422,28.003861,94.201944,262.0,22.989767773608854
1423,28.005389,94.201306,255.0,16.72355800648402
1424,28.00611,96.42872,444.0,18.77467605427877
1425,28.013167,95.239333,256.0,15.99993592924168
1426,28.013577,94.568456,575.0,11.348119585994183
1427,28.014765,94.569467,556.0,18.130932944052347
1428,28.01661,96.44172,431.0,2.1342998941463125
1429,28.01781,96.44275,437.0,4.857533338413092
1430,28.01992,96.443,444.0,4.763641690726177
1431,28.021678,94.536256,559.0,30.41849461159642
1432,28.022249,94.535672,557.0,29.54940859650111
1433,28.022471,96.440489,664.0,39.94582490429605
1434,28.022667,94.574294,550.0,3.931095784160226
1435,28.023491,96.440972,646.0,54.81039442228374
1436,28.024169,94.582184,604.0,24.16881343581011
1437,28.024691,94.553634,488.0,21.835672195716146
1438,28.025611,95.271179,234.0,20.250651404968387
1439,28.026515,94.590918,631.0,16.796238729882134
1440,28.026733,94.593471,661.0,8.47871314708616
1441,28.029848,94.616455,862.0,32.34744349944203
1442,28.033278,95.235383,646.0,34.730518200788445
1443,28.05939,96.48397,503.0,10.21937711459359
1444,28.05989,96.46281,555.0,27.078936947526696
1445,28.05989,96.46281,555.0,27.078936947526696
1446,28.05997,96.48664,495.0,2.1342998941463125
1447,28.06006,96.44636,652.0,41.36896307416782
1448,28.06131,96.49256,492.0,3.4389123953782974
1449,28.06244,96.49775,507.0,15.845167180271268
1450,28.063,96.49914,508.0,3.931095784160226
1451,28.06356,96.50075,525.0,14.931417178137552
1452,28.06964,96.50025,502.0,6.853224835121291
1453,28.079818,96.46838,821.0,35.918712572866035
1454,28.08014,96.52356,582.0,0.9548412538721887
1455,28.080151,96.472541,819.0,33.3982497427651
1456,28.08019,96.54483,765.0,42.80471223274384
1457,28.080301,96.472247,823.0,30.25643716352927
1458,28.08061,96.51294,509.0,5.5507182121273235
1459,28.082576,96.464869,860.0,33.16099672886019
1460,28.082618,96.465189,855.0,30.051606490707
1461,28.083417,96.461433,884.0,41.63631743255716
1462,28.084252,96.459672,897.0,48.640725383609286
1463,28.088159,96.458999,951.0,56.54412845779356
1464,28.089549,96.457818,950.0,37.038767555809535
1465,28.090087,96.454067,1010.0,50.248671070273566
1466,28.0907,96.45238,1017.0,37.990724989171014
1467,28.09311,96.53622,587.0,29.118936488427924
1468,28.093514,95.272526,489.0,27.238572082130066
1469,28.094144,95.282568,306.0,9.508656426564368
1470,28.094359,96.453058,1117.0,10.999158271052183
1471,28.095602,96.453246,1170.0,40.51058943733277
1472,28.095632,95.281371,332.0,26.56505117707799
1473,28.097043,95.274751,360.0,26.93019100092878
1474,28.097163,95.270824,338.0,18.370345512861498
1475,28.097285,95.28003,337.0,19.310287408745566
1478,28.099657,95.287831,224.0,58.64990528453515
1481,28.100244,96.448173,1228.0,26.880307851328986
1482,28.100284,96.449538,1276.0,22.862089144234922
1483,28.100914,96.449162,1304.0,41.107170339499476
1486,28.102005,96.448473,1377.0,39.76607121224395
1487,28.103902,95.27946,201.0,26.842795672040804
1488,28.105572,96.447685,1416.0,21.33126583595921
1489,28.105952,96.447724,1427.0,31.002719133873992
1490,28.106321,96.447245,1427.0,25.915703593185818
1491,28.106358,95.268592,413.0,15.288517970232027
1492,28.10714,96.54489,984.0,42.510447078000844
1494,28.11142,96.54528,1030.0,53.097830357124366
1498,28.114742,95.273582,382.0,15.36952380130432
1499,28.11594,96.54689,847.0,41.107170339499476
1501,28.11781,96.54906,939.0,44.03323301127651
1506,28.133963,94.611953,940.0,37.4041069193059
1507,28.134238,94.620133,861.0,42.09430109320842
1509,28.137762,94.62431,772.0,17.752790161946685
1515,28.14116,95.27472,417.0,8.735690934280582
1516,28.141514,95.289198,182.0,31.051293565952417
1517,28.142304,95.288126,172.0,30.133843411422752
1519,28.14251,95.27439,396.0,20.532771786488425
1523,28.14531,96.54897,1007.0,37.79331583229016
1528,28.148417,95.277964,199.0,6.0172848640320336
1529,28.149568,95.277177,207.0,20.532771786488425
1530,28.150741,95.275122,218.0,23.490416068641593
1531,28.15292,96.53858,870.0,47.84364748499539
1535,28.160853,95.446925,482.0,18.77467605427877
1536,28.16206,96.53061,979.0,68.84475906080618
1537,28.162497,95.441244,484.0,32.11261530059655
1539,28.163322,95.459813,421.0,20.439317573258247
1542,28.165684,95.462909,404.0,10.430760195064721
1545,28.169389,95.235722,299.0,45.50810653937317
1546,28.16939,96.52578,1209.0,28.632096976803734
1547,28.169583,95.223917,301.0,38.67193428122302
1548,28.169611,95.240639,249.0,31.576393336997814
1549,28.171187,95.833166,450.0,24.242444512172106
1550,28.173434,95.836605,473.0,14.036243467926479
1553,28.174973,95.469402,368.0,21.83567219571615
1554,28.175079,95.469602,375.0,30.498931686310716
1555,28.175556,95.221861,324.0,48.53939987114605
1556,28.175659,95.470804,374.0,37.24571514151944
1557,28.178861,95.228056,295.0,21.83567219571615
1558,28.179262,95.477068,358.0,16.2287367059342
1559,28.181139,95.225944,296.0,37.23908117204727
1561,28.181834,95.469828,375.0,41.09162949850341
1562,28.18439,96.53453,1213.0,32.35640884426763
1563,28.18525,96.53256,1079.0,26.91773442777563
1565,28.1915,95.225917,352.0,25.07280797783953
1566,28.192217,94.713927,324.0,28.405971880095237
1568,28.192581,95.804085,736.0,29.205932247399417
1569,28.193864,95.805469,764.0,30.96375653207352
1570,28.1945,95.227917,348.0,31.39687644298045
1571,28.194651,95.807085,799.0,28.553305000609424
1572,28.19597,96.53733,1192.0,25.955401413885546
1573,28.198018,95.810448,813.0,49.1095585689283
1574,28.199389,95.230278,396.0,40.12351235567568
1575,28.199873,95.811883,873.0,44.436012758731536
1576,28.201838,95.812004,913.0,49.25346387793085
1578,28.202844,95.811201,876.0,44.892165781404444
1579,28.205003,95.813193,887.0,38.17319333803387
1580,28.20737,95.81005,932.0,28.222814437179903
1581,28.207699,95.809197,924.0,40.87237718519121
1582,28.207796,95.807742,908.0,29.917093225401345
1584,28.20867,96.53222,1356.0,27.613098503754813
1585,28.209018,95.80348,935.0,34.9155437050667
1586,28.209062,95.806755,928.0,38.54414157288248
1587,28.212211,95.801273,951.0,30.20546681961666
1588,28.212275,95.802589,957.0,21.242603631151898
1589,28.21267,95.803194,1025.0,46.76711177902434
1590,28.213028,95.232528,359.0,20.439317573258247
1591,28.21483,96.53911,1601.0,28.987578250072634
1592,28.215014,95.799764,965.0,29.421439641486938
1593,28.215206,95.793704,977.0,26.880307851328993
1594,28.215862,95.795227,1068.0,14.592550602033427
1595,28.215926,95.799557,1017.0,24.904481044556743
1596,28.216253,95.796393,1081.0,33.46541063428238
1597,28.216997,95.790585,960.0,23.490416068641593
1598,28.217204,95.789599,958.0,25.239401820678914
1599,28.217543,95.792489,952.0,35.74485877621931
1600,28.217595,95.793032,970.0,37.48271544856494
1601,28.218539,95.794022,1101.0,49.48508672198051
1602,28.21909,95.791084,1009.0,41.46029301668304
1603,28.219976,95.799065,1145.0,37.99705220207771
1604,28.22328,96.55303,1515.0,34.6605872943073
1605,28.22381,96.53644,1446.0,43.758382657642215
1606,28.223825,95.829105,1408.0,25.14243049054343
1607,28.22408,96.55872,1642.0,52.55142496536931
1611,28.227703,95.781369,888.0,27.5172599283964
1612,28.227891,95.541082,505.0,20.307500221928045
1613,28.22797,96.54606,1617.0,30.05160649070701
1615,28.229114,95.780019,888.0,33.03247176064103
1616,28.229809,95.779855,910.0,30.337664384844906
1617,28.23153,96.54272,1668.0,44.71873990193128
1619,28.234199,95.777037,864.0,29.686933196903503
1622,28.237008,95.776204,844.0,24.242444512172106
1624,28.237425,95.897823,2363.0,48.82602369657316
1625,28.237716,95.535611,581.0,7.653048720543413
1626,28.238144,95.774758,846.0,27.360321545332805
1627,28.238615,95.893348,2328.0,36.93089662022377
1628,28.238692,95.892681,2312.0,41.02410199989886
1629,28.239482,95.774559,862.0,36.36634852599243
1630,28.23969,96.52778,1626.0,34.75376186272035
1631,28.240442,95.774201,830.0,39.00770983983683
1632,28.240521,95.866592,1856.0,39.56704795533052
1633,28.241041,95.866387,1860.0,23.021526638116164
1634,28.24175,95.925012,2642.0,15.179705807856672
1635,28.242214,95.923556,2657.0,35.23435131905115
1636,28.242389,94.220861,827.0,35.181649870682044
1637,28.242444,95.536828,594.0,29.421439641486938
1638,28.242782,95.922731,2656.0,24.15404655313558
1639,28.242969,95.537549,601.0,25.915703593185818
1640,28.242997,95.772144,805.0,20.80971857959822
1641,28.243182,95.921338,2675.0,25.8493248967401
1642,28.243322,95.921911,2638.0,43.53560155636588
1643,28.243417,95.538216,613.0,31.50104503484435
1644,28.243461,95.894049,2377.0,42.325328773309415
1645,28.244851,95.773499,791.0,30.25643716352927
1647,28.244975,95.914094,2640.0,53.83923469658131
1648,28.245016,95.77363,800.0,25.5133092609215
1649,28.245371,95.774057,783.0,21.18915910142139
1650,28.246304,95.889037,2266.0,32.35640884426763
1651,28.246512,95.541646,591.0,20.532771786488425
1652,28.249718,95.546273,616.0,49.53092544979991
1653,28.251139,95.55011,517.0,46.512056219175385
1654,28.25203,96.54264,1886.0,25.197913740371355
1655,28.252176,95.775797,687.0,38.5746628389258
1656,28.252507,95.781741,764.0,36.25383773744479
1658,28.253915,95.578439,445.0,24.904481044556743
1659,28.254509,95.581558,423.0,19.74869565807571
1660,28.255059,95.576996,460.0,15.042369244334244
1663,28.255703,95.55061,648.0,32.63194030642942
1664,28.255967,95.907144,2542.0,40.19511744351121
1667,28.256434,95.57515,462.0,17.387333467314576
1668,28.25701,95.551656,585.0,16.91651608571675
1669,28.257258,95.777764,649.0,31.501045034844353
1670,28.25736,95.55087,623.0,19.787913812706314
1671,28.257991,95.781619,650.0,24.748625315195834
1672,28.258122,95.55209,550.0,31.744679866591962
1673,28.258144,95.551252,578.0,31.434832006995155
1674,28.25897,96.54433,1693.0,44.456687325172815
1675,28.259524,95.780336,661.0,42.80471223274384
1676,28.259561,95.568965,458.0,18.64821573021375
1677,28.260051,94.984752,286.0,17.775317038209
1679,28.261147,95.567331,474.0,19.188418756936425
1680,28.261379,95.566909,478.0,18.541977963997237
1681,28.261999,95.56626,485.0,23.628423517864423
1682,28.262338,95.565698,472.0,37.29207573526101
1683,28.2625,96.5465,1678.0,37.79331583229016
1684,28.262806,95.565421,469.0,35.63524161504921
1686,28.262989,95.59932,495.0,26.539566558618308
1687,28.263228,95.570962,509.0,40.12351235567568
1690,28.264331,95.565798,498.0,27.372447043216628
1691,28.2646,95.571519,510.0,28.987578250072634
1692,28.264888,95.550575,442.0,58.821682843280364
1693,28.26522,96.57889,1444.0,29.686933196903503
1694,28.265266,95.56964,566.0,28.888369805687372
1695,28.265532,95.549321,513.0,38.93040115948257
1696,28.265561,95.562854,466.0,30.588958163975438
1697,28.265563,95.563438,475.0,26.628589703310887
1698,28.265803,95.570892,540.0,28.82189836411544
1699,28.265836,95.563875,497.0,21.818550314312215
1700,28.265963,94.983464,343.0,18.62703081108459
1701,28.265965,95.560934,405.0,28.462794189425193
1702,28.266271,95.609385,477.0,25.253207609369632
1703,28.266795,95.607261,473.0,15.288517970232027
1704,28.266807,95.789109,862.0,50.60631723920959
1705,28.266889,95.21425,550.0,26.61590170730996
1706,28.267216,95.559542,408.0,27.226347381898258
1707,28.267526,95.561048,528.0,42.82320060047699
1708,28.267726,95.551477,465.0,21.6115960987222
1709,28.26786,96.55781,1655.0,35.03012380867594
1710,28.26814,96.55728,1595.0,40.19511744351121
1711,28.26825,95.555457,521.0,34.090063875331914
1712,28.269062,95.610767,470.0,20.991582376941242
1713,28.269497,94.982531,327.0,32.11261530059655
1714,28.26986,95.610757,477.0,22.090258704050036
1715,28.27138,95.90606,2413.0,46.650791883091465
1716,28.272,95.208417,606.0,29.802413569555988
1717,28.273544,95.789425,787.0,52.92424239355815
1718,28.27378,96.57031,1680.0,50.58260575653108
1719,28.274019,94.962496,349.0,30.588958163975438
1720,28.277716,95.789358,726.0,44.956165404049614
1721,28.280246,94.953896,277.0,43.179189022177525
1722,28.2805,95.201556,651.0,21.954998832237578
1723,28.2823,94.863031,330.0,14.302914425322811
1724,28.28331,96.58094,1706.0,33.89536963300801
1725,28.28386,96.58275,1848.0,35.80301842021218
1726,28.286447,95.920837,2377.0,42.00674000869547
1727,28.287317,94.947651,301.0,38.32881810145589
1728,28.28778,96.57928,1696.0,49.41314174104439
1729,28.289254,95.785468,596.0,32.78110200943605
1730,28.291556,95.199111,678.0,16.2287367059342
1731,28.291703,95.77618,1081.0,39.76607121224395
1732,28.296668,95.92282,2125.0,43.18820521020111
1733,28.297476,95.791016,632.0,31.670097621922785
1734,28.301694,95.195361,654.0,21.80140948635181
1735,28.303771,94.948727,363.0,31.670097621922785
1736,28.308592,95.971041,893.0,31.744679866591962
1737,28.308841,95.973238,899.0,34.6605872943073
1738,28.308943,95.966462,832.0,42.296644439104185
1739,28.309002,95.754702,956.0,40.19511744351121
1740,28.309676,95.967453,782.0,37.76766348645775
1741,28.30984,95.984084,1138.0,19.51118046928032
1742,28.309975,95.952909,1405.0,47.23982449510702
1743,28.3105,95.197472,657.0,19.290046219188735
1744,28.310626,94.675637,323.0,23.56723462203258
1745,28.31085,95.979868,1028.0,34.25055493497398
1746,28.31211,96.61719,1593.0,50.14268712229957
1747,28.312731,95.975665,913.0,33.70658681677467
1748,28.312795,95.97654,911.0,31.744679866591962
1749,28.313528,95.966611,810.0,32.38327563166962
1750,28.314581,95.966345,875.0,35.181649870682044
1751,28.315484,95.982181,964.0,31.91126736185209
1752,28.31658,96.61508,1811.0,26.217612768234883
1753,28.31731,95.956718,1220.0,33.64040940514667
1754,28.319141,95.956918,1242.0,33.3982497427651
1755,28.321143,95.779346,776.0,32.401162502089626
1756,28.32225,95.780295,779.0,46.21942734547494
1757,28.322889,95.203694,709.0,33.10114358966526
1758,28.327545,95.783923,737.0,27.226347381898258
1759,28.330336,95.794313,681.0,38.32881810145589
1760,28.335249,95.788465,777.0,39.12001615700953
1761,28.335376,94.956509,289.0,50.205295576900916
1762,28.33836,95.781715,761.0,29.118936488427924
1763,28.342551,94.987136,450.0,41.59626349791384
1764,28.355501,94.679544,342.0,28.799681652550277
1765,28.359553,95.948576,729.0,49.25346387793085
1766,28.366417,95.221194,599.0,42.6979553057302
1767,28.378694,95.230667,692.0,39.94582490429605
1768,28.384833,95.233806,676.0,28.072486935852957
1769,28.386722,95.240833,663.0,9.321835749415003
1770,28.386806,95.240111,659.0,30.77741947322608
1771,28.38919722,95.92776111,605.0,37.7097934708822
1772,28.399111,95.241361,621.0,29.58124669955053
1773,28.402139,95.243944,601.0,14.959246786437891
1774,28.402417,95.245944,593.0,33.64040940514667
1775,28.412722,95.247722,795.0,21.869859308909426
1776,28.415028,95.247083,806.0,34.62941016850345
1777,28.42636,94.6774,558.0,18.62703081108459
1778,28.427393,94.674582,562.0,11.348119585994183
1779,28.429931,94.6778,544.0,13.421509132977462
1780,28.430622,94.674225,534.0,28.632096976803734
1781,28.434292,95.876106,643.0,33.44025753518539
1782,28.436019,94.668744,504.0,32.667159071642764
1783,28.438898,95.85009,747.0,28.002640063185417
1784,28.439344,94.669332,465.0,22.8781056322946
1785,28.440082,94.66913,463.0,32.03054267172445
1786,28.443016,94.664795,470.0,27.613098503754813
1787,28.443033,94.668074,458.0,31.744679866591962
1788,28.448428,95.855303,849.0,34.34609740006152
1789,28.450374,95.855884,851.0,38.72034490930262
1790,28.452528,95.239333,1055.0,23.11642191920837
1791,28.454481,95.854029,841.0,43.40739703986622
1792,28.455284,95.854018,826.0,38.47064785262626
1793,28.455655,94.680282,389.0,24.242444512172106
1794,28.455769,94.680664,404.0,24.22774531795417
1795,28.457775,95.853489,846.0,34.22658163881948
1796,28.459267,94.680108,423.0,37.7097934708822
1797,28.462314,95.849136,856.0,34.49623729009093
1798,28.464936,95.852312,935.0,45.039733563025486
1799,28.469481,95.849951,863.0,29.020515817031367
1800,28.470167,95.233333,979.0,21.869859308909426
1801,28.471388,95.852234,911.0,48.859165623744616
1802,28.472858,95.858449,820.0,35.98342760298727
1803,28.472863,95.858934,827.0,38.079076328995825
1804,28.472919,95.857932,845.0,42.52930443177325
1805,28.472966,95.857242,844.0,40.51058943733277
1806,28.474093,95.847423,850.0,32.53469816945699
1807,28.476722,95.841356,866.0,48.8350705934919
1808,28.479902,95.839317,843.0,38.97802093380687
1809,28.481108,95.838317,815.0,31.501045034844353
1810,28.484056,95.207056,806.0,19.689673297252913
1811,28.487041,95.848265,845.0,28.888369805687372
1812,28.4875,95.213417,1015.0,25.635076100950123
1813,28.487904,95.84071,752.0,37.29207573526101
1814,28.488264,95.842761,813.0,36.86989764584402
1815,28.489492,95.845459,773.0,32.754877470959904
1816,28.490278,95.203194,942.0,27.565248984490395
1817,28.490519,95.832301,761.0,31.215386668546028
1818,28.490727,95.833473,780.0,33.22063240830351
1819,28.4915,95.202944,950.0,33.02386755579665
1820,28.494378,95.825225,707.0,34.033517274264824
1821,28.497294,95.827044,716.0,38.876655136344326
1822,28.497917,95.191639,879.0,15.36952380130432
1823,28.498405,95.827217,739.0,25.91570359318582
1824,28.498464,95.828278,780.0,38.37211908620569
1826,28.509,95.177639,699.0,24.475819581509896
1827,28.510528,95.177722,715.0,33.05825736162378
1828,28.512056,95.1805,828.0,22.090258704050036
1829,28.514083,95.178278,776.0,28.855167513744334
1830,28.516083,95.178028,807.0,21.260377126997213
1831,28.522806,95.172639,771.0,32.10351627298505
1832,28.527722,95.173556,795.0,24.16881343581011
1833,28.527944,94.309444,1405.0,32.31153323742385
1834,28.528778,95.173278,793.0,29.88589573021274
1835,28.531528,95.050417,475.0,15.36952380130432
1836,28.535474,94.597063,927.0,47.84364748499539
1837,28.540139,95.168667,867.0,20.07880037349212
1838,28.543178,94.633991,720.0,32.401162502089626
1839,28.550472,95.06325,740.0,22.373844274024943
1840,28.550694,95.158333,980.0,12.225122675735754
1841,28.560139,95.149472,1070.0,16.796238729882134
1842,28.56525,95.148333,1083.0,22.61986494804043
1843,28.568694,95.143556,1107.0,27.505240762859906
1844,28.605528,95.105528,1279.0,23.628423517864423
1845,28.606804,95.864088,704.0,35.88986674043215
1846,28.608016,95.854035,815.0,36.147638969088355
1847,28.609263,95.856878,679.0,64.15340249239497
1848,28.609361,95.088583,1205.0,22.07341542334565
1849,28.614667,95.063611,870.0,30.25643716352927
1850,28.615028,95.053306,623.0,13.421509132977462
1852,28.617333,95.049556,579.0,18.541977963997237
1853,28.617667,95.056444,755.0,22.81394173961772
1854,28.618542,95.858124,775.0,35.88986674043215
1855,28.619917,95.057583,838.0,35.63524161504921
1856,28.621593,95.855998,810.0,31.744679866591962
1858,28.622722,95.043528,547.0,30.68841605381868
1859,28.625048,95.857251,822.0,36.211442333800804
1860,28.625114,95.852703,865.0,49.398705354995535
1861,28.626972,95.035722,500.0,22.765646640754472
1862,28.628208,95.85647,817.0,34.15444974731139
1863,28.632361,95.037917,476.0,16.723558006484023
1864,28.633861,95.023806,371.0,32.38327563166962
1866,28.639389,95.033639,445.0,21.47206914335925
1867,28.693837,94.973784,442.0,37.14591448999934
1868,28.694531,95.001999,538.0,24.591248866909307
1869,28.694778,95.001887,524.0,21.869859308909426
1870,28.706748,94.985298,548.0,29.538782259558097
1871,28.716426,94.969346,360.0,27.565248984490395
1872,28.720187,94.971636,413.0,14.273571375658685
1873,28.723166,94.959687,360.0,46.36831390578792
1874,28.729371,94.92012,446.0,19.370844026969944
1875,28.740576,94.867317,451.0,30.41849461159642
1876,28.740874,94.866397,463.0,41.90884788180327
1877,28.744078,94.86976,468.0,29.195082782485805
1878,28.752815,94.893869,649.0,23.97577371272972
1879,28.754928,94.8954,620.0,31.7353754997287
1880,28.760937,95.865649,1298.0,30.498931686310716
1881,28.762661,94.860138,625.0,36.16893488396254
1882,28.763514,95.868872,1318.0,31.58578773967389
1883,28.763802,95.868513,1319.0,26.967504073598892
1884,28.772473,95.867921,1315.0,39.10233716664201
1885,28.77363,95.869239,1307.0,33.698329255184774
1886,28.774623,95.89086,1284.0,38.75655509292031
1887,28.775381,95.898382,1290.0,60.28306227208871
1888,28.775779,95.890362,1233.0,35.98342760298727
1889,28.775918,95.874296,1305.0,20.212632236452095
1890,28.779408,94.859327,754.0,33.10114358966526
1891,28.782426,94.810546,494.0,45.59995887022537
1892,28.783517,95.904106,1280.0,45.01590665809471
1893,28.784231,95.906188,1251.0,20.212632236452095
1894,28.785391,95.892707,1513.0,13.262676008304846
1895,28.786868,95.908637,1316.0,20.80971857959822
1896,28.787001,94.81686,580.0,22.373844274024943
1897,28.787486,94.819425,556.0,19.787913812706314
1898,28.787937,94.820098,556.0,59.42435143078053
1899,28.789647,95.894965,1602.0,24.094842552110705
1900,28.793279,94.848477,1046.0,44.83995509063986
1901,28.800083,94.842265,1004.0,49.023646651463345
1902,28.808133,95.926984,1447.0,19.47122063449069
1903,28.809244,95.92821,1344.0,36.944420390334
1904,28.810126,94.785508,654.0,18.96231828867539
1905,28.813805,95.919362,1592.0,30.856133351956277
1906,28.813905,95.920439,1567.0,29.85463927845754
1907,28.816882,94.791032,698.0,41.10199182161108
1908,28.817009,94.791755,683.0,39.14355704978305
1909,28.817477,95.922181,1585.0,33.862693945765855
1910,28.822521,95.92931,1535.0,14.24415761739711
1911,28.822525,95.93415,1487.0,16.72355800648402
1912,28.823558,95.882966,1659.0,24.16881343581011
1913,28.823766,95.922046,1614.0,25.5133092609215
1914,28.824703,95.93119,1531.0,27.791305644779218
1915,28.827069,95.9225,1655.0,27.432940772267944
1916,28.830097,94.874715,513.0,44.118071683689635
1917,28.830316,95.877843,1579.0,27.62503917921715
1918,28.830919,95.880901,1563.0,31.051293565952417
1919,28.831619,95.882949,1610.0,31.002719133873985
1920,28.831826,95.882841,1622.0,35.62790729142092
1921,28.836083,95.963806,1451.0,19.82702865340817
1923,28.852213,95.863907,1356.0,44.956165404049614
1925,28.858358,95.858469,1393.0,40.424207315150774
1926,28.863017,95.856703,1406.0,37.47617956136138
1927,28.868037,95.983398,1548.0,32.667159071642764
1928,28.871556,95.852732,1450.0,37.53490600791178
1929,28.873622,95.850285,1452.0,27.909048110686054
1930,28.874939,95.981911,1553.0,33.56563872420532
1931,28.87826,95.847156,1417.0,37.7869066377512
1932,28.937833,95.820661,1449.0,3.8140748342903543
1933,28.940482,95.82044,1431.0,30.61885839795703
1934,28.9407,95.82058,1429.0,24.242444512172106
1935,28.963981,95.808627,1546.0,23.444146119861458
1936,27.2575411,93.7963965,294.0,27.238572082130066
1937,27.2858578,93.798472,560.0,32.11261530059655
1938,27.105253,93.825399,172.0,30.17480904438851
1939,27.121136,93.762164,166.0,7.594643368591445
1940,27.121136,93.762164,166.0,7.594643368591445
1941,28.38919722,95.92776111,605.0,37.7097934708822
1942,27.092699,92.58314,520.0,31.12871688801731
1943,27.059755,93.522666,255.0,23.428692808745406
1947,27.059755,93.522666,255.0,23.428692808745406
1969,27.053976,93.494166,223.0,24.932657538079724
1974,27.109398,93.61692,373.0,9.508656426564368
1975,27.084417,92.586622,211.0,39.254893860353654
1976,28.199641,95.811903,846.0,42.108845094207055
1977,28.198566,95.813206,842.0,25.79602649449995
1978,28.194898,95.807336,777.0,43.06601987632945
1979,27.08386,92.587656,222.0,32.9548711795407
1980,28.244256,95.920559,2625.0,39.46369096261305
1981,27.322582,93.048256,736.0,24.475819581509896
1982,27.313874,93.045623,909.0,14.036243467926479
1983,27.311231,93.04677,937.0,21.954998832237578
1985,27.309745,93.047722,988.0,28.553305000609424
1986,27.304291,93.052835,1051.0,31.670097621922785
1987,27.308143,93.059302,1114.0,32.78110200943605
1988,27.301468,93.053244,1172.0,25.5133092609215
1989,27.302253,93.050932,1189.0,21.611596098722195
1990,27.293539,93.050398,1218.0,25.79602649449995
1991,27.296928,93.088111,830.0,42.2822816266301
1992,27.301412,93.051563,1172.0,18.64821573021375
1993,27.311571,93.046703,945.0,25.239401820678914
1995,27.216933,93.066329,1060.0,28.987578250072634
1997,27.162502,93.746553,185.0,20.001783914715944
1998,27.16186,93.747535,180.0,22.373844274024943
2004,27.192865,93.781908,232.0,35.73757406617853
2005,27.194916,93.778683,293.0,16.253917058152773
2006,27.197293,93.782341,236.0,33.821757317608586
2019,27.25649,93.795077,282.0,5.788832299437198
2020,27.257603,93.796335,294.0,27.238572082130066
2021,27.177138,92.576909,1476.0,31.46324153737256
2022,27.178567,92.583154,1453.0,48.82300669721846
2023,27.177138,92.576909,1476.0,31.46324153737256
2024,27.184248,92.579624,1374.0,25.915703593185818
2026,27.113024,93.606339,302.0,14.763132623631552
2027,27.307958,93.498326,1622.0,21.260377126997216
2028,27.318647,92.77855,617.0,39.260731733474245
2029,27.24867,92.737685,1404.0,41.59124928555319
2030,27.288425,92.769407,846.0,47.84364748499539
2031,27.080299,93.574089,313.0,30.68841605381868
2032,27.079763,93.573921,332.0,32.03054267172445
2033,27.078192,93.572402,338.0,26.767512858834905
2034,27.077728,93.57163,332.0,34.017325088918376
2035,27.076582,93.569035,326.0,22.22435314380804
2036,27.069837,93.5542,338.0,30.96375653207352
2037,27.069615,93.550726,353.0,20.66264400478191
2038,27.066648,93.536536,314.0,15.609525869125669
2039,27.213127,92.652213,1034.0,40.14558013326291
2040,27.062298,93.531487,282.0,24.16881343581011
2041,27.053976,93.494166,223.0,24.932657538079724
2042,27.2594,93.796312,324.0,29.260073022738787
2043,27.267809,93.801259,379.0,27.238572082130066
