latitude,longitude,event_date,historical_landslide
29.323957,95.755468,2025-09-13,0
22.3057,93.039128,2022-06-17,0
26.654875,90.68374,2024-07-17,0
24.985715,93.006581,2024-05-28,0
23.904088,91.906123,2016-05-17,0
25.630644,92.048241,2023-09-12,0
26.51178,93.19714,2024-08-15,0
25.325903,90.251092,2010-04-02,0
26.139538,90.397429,2024-07-02,0
27.387423,92.956545,2019-07-07,0
26.173549,91.903509,2024-05-28,0
27.342352,96.979134,2009-07-27,0
28.09181,95.520778,2024-09-28,0
23.404997,93.373301,2025-05-31,0
22.480555,92.9915,2018-05-20,0
25.142342,93.003298,2024-09-28,0
27.384275,93.898932,2025-06-01,0
27.563947,93.372599,2024-05-28,0
26.815267,95.217941,2022-05-29,0
25.342432,90.185427,2024-09-24,0
24.23566,92.380367,2024-05-28,0
26.17852,92.264382,2014-09-23,0
27.444556,92.306572,2016-05-22,0
25.23201,93.794189,2025-05-31,0
27.471051,93.877703,2024-07-02,0
26.51005,90.711523,2024-05-28,0
27.938918,93.493594,2023-07-23,0
27.77968,92.907967,2021-05-18,0
27.468729,94.776644,2007-08-28,0
27.835833,92.171957,2018-06-04,0
25.21527,94.548022,2024-05-28,0
27.332412,94.246435,2022-04-05,0
26.593225,93.016301,2025-07-05,0
28.63684,95.757318,2024-05-28,0
27.511516,95.418466,2025-06-01,0
27.574938,88.45319,2024-09-12,0
28.164993,94.222641,2024-09-24,0
24.975942,93.967472,2024-09-28,0
27.903802,94.117542,2024-07-02,0
25.486131,90.993157,2024-10-08,0
26.124226,90.74645,2025-06-01,0
27.295705,94.757779,2025-05-31,0
28.444548,94.217648,2024-05-28,0
26.953303,94.521658,2024-05-28,0
28.000724,95.48685,2024-05-28,0
24.462635,93.962333,2022-04-04,0
23.251725,93.31403,2020-06-28,0
28.632844,93.376661,2024-07-02,0
27.452466,92.633654,2025-05-31,0
27.06713,93.593239,2025-06-01,0
25.627751,89.899632,2024-09-24,0
23.743382,92.09306,2024-08-19,0
25.732987,91.743047,2025-05-30,0
25.327598,94.285911,2024-05-29,0
25.673995,90.91739,2024-09-28,0
28.292398,93.463044,2024-09-28,0
24.552382,93.071837,2024-05-28,0
26.633966,92.316919,2015-07-08,0
28.35222,96.238599,2024-05-28,0
26.449929,91.94346,2024-09-13,0
28.062432,93.145169,2023-08-06,0
26.797918,93.06835,2015-07-11,0
27.675247,92.322468,2025-06-01,0
25.034785,92.83195,2024-07-21,0
27.336656,96.221641,2025-06-01,0
25.988461,91.262828,2025-06-01,0
24.13068,91.724546,2024-05-28,0
25.377863,92.837151,2025-06-01,0
23.134345,91.740022,2024-09-24,0
24.781976,92.415929,2007-09-12,0
27.658158,92.58408,2025-05-31,0
23.393984,92.451108,2025-05-30,0
25.627193,94.896923,2024-05-28,0
28.01703,96.326211,2021-08-25,0
26.167137,91.650232,2007-08-18,0
26.799564,92.546564,2007-08-28,0
28.105862,95.716989,2024-05-28,0
25.877894,91.776157,2025-05-30,0
28.827286,94.476174,2024-05-28,0
25.781353,92.380785,2025-06-01,0
22.632013,93.060773,2025-06-01,0
27.696096,92.479288,2024-07-09,0
25.816651,91.574376,2024-05-28,0
23.660372,92.744761,2025-05-30,0
27.710461,96.279821,2024-05-28,0
26.158673,93.823282,2024-07-09,0
28.512848,95.419564,2007-08-24,0
24.797217,92.555395,2016-08-31,0
27.065834,94.741785,2007-08-18,0
28.583527,94.290406,2025-06-02,0
25.096099,93.046007,2022-11-12,0
27.692383,94.293935,2025-07-19,0
28.769193,94.738712,2024-05-28,0
24.144548,92.058667,2023-08-02,0
27.289121,94.133275,2012-06-26,0
25.538395,92.383335,2013-08-06,0
27.648854,88.809522,2024-05-28,0
25.640692,92.153984,2009-07-10,0
27.63905,93.567677,2025-07-07,0
28.551365,93.857669,2024-05-28,0
26.490174,91.746359,2025-06-02,0
28.299176,93.846093,2025-05-31,0
28.043075,95.577657,2024-08-13,0
26.114717,90.327842,2022-05-16,0
28.515464,95.771504,2025-05-30,0
25.56278,93.61817,2025-06-01,0
26.238074,91.162072,2025-05-31,0
26.780161,91.78666,2024-07-02,0
23.621995,92.403957,2024-09-28,0
25.700368,92.081734,2024-05-28,0
24.302405,93.629463,2024-05-28,0
24.976539,94.560183,2025-05-31,0
29.067624,95.471582,2024-07-02,0
28.702367,94.855546,2024-05-28,0
24.417833,93.842325,2024-07-02,0
27.615179,95.447833,2025-05-31,0
27.574486,92.588382,2025-05-31,0
26.023681,91.843996,2007-09-08,0
28.219859,93.817879,2021-06-08,0
29.009012,96.376559,2024-10-22,0
25.635778,94.46797,2024-09-20,0
28.928181,96.353665,2022-06-17,0
27.751825,92.978102,2024-05-28,0
26.545485,93.608048,2022-05-13,0
22.226135,92.591858,2020-05-26,0
28.211697,95.570037,2021-06-05,0
26.708592,92.5347,2025-05-28,0
28.86559,94.86398,2025-05-31,0
25.1966,92.075458,2025-06-01,0
27.702312,88.291584,2020-05-26,0
22.40462,92.975828,2025-05-31,0
26.424686,92.328392,2025-05-31,0
28.389729,93.306842,2024-07-02,0
27.559692,96.215738,2017-06-13,0
26.477244,93.097418,2024-09-25,0
26.855514,94.047786,2022-06-17,0
28.374683,94.929102,2007-08-28,0
25.563908,91.960559,2024-09-25,0
26.374799,90.084598,2019-06-27,0
26.336449,90.885854,2024-08-18,0
25.963948,93.760434,2014-06-27,0
25.420931,90.917728,2024-07-02,0
27.938091,96.701944,2025-05-30,0
27.019652,94.141823,2016-05-22,0
27.688755,94.851318,2024-05-28,0
27.612121,96.881264,2018-06-14,0
28.656388,94.166237,2024-07-02,0
27.14032,94.04931,2025-06-03,0
25.725335,91.476498,2016-05-22,0
28.740203,95.348473,2024-05-28,0
27.103396,92.46402,2025-05-31,0
27.272007,94.507399,2012-06-07,0
28.785082,94.67582,2024-05-28,0
27.737955,94.13475,2025-05-30,0
28.266034,95.519185,2025-05-30,0
23.685581,93.066112,2024-05-30,0
27.285819,96.335769,2024-05-28,0
26.168839,93.302247,2024-08-13,0
25.576321,94.229868,2024-07-17,0
26.029844,93.200667,2025-06-02,0
24.086218,93.444897,2024-11-28,0
25.206078,91.733167,2024-09-25,0
26.775941,93.763472,2024-05-28,0
26.660705,92.771489,2025-05-31,0
28.488966,95.454173,2024-06-28,0
28.741995,94.544263,2016-05-22,0
24.457617,92.872642,2024-05-28,0
27.921343,95.536378,2024-06-01,0
28.473221,95.065427,2024-09-28,0
25.704689,94.425276,2024-05-28,0
27.165872,88.286742,2025-05-31,0
27.34997,88.590641,2024-05-28,0
24.826581,92.529792,2025-06-01,0
26.691345,93.60093,2025-05-30,0
26.663766,94.005375,2020-06-02,0
25.800568,91.380813,2016-04-22,0
23.058439,92.502148,2025-06-06,0
25.390312,93.090364,2025-05-30,0
28.391682,95.593468,2024-05-28,0
29.165919,96.146684,2022-06-16,0
24.198913,91.92819,2017-10-29,0
23.769983,92.192051,2025-05-31,0
26.25014,92.764196,2025-05-30,0
28.138771,96.509266,2024-05-28,0
25.370508,91.415007,2024-09-03,0
27.351122,94.102577,2016-05-18,0
24.002779,91.819074,2024-05-28,0
26.125124,91.475235,2024-05-28,0
25.591749,94.341617,2017-05-20,0
28.143727,94.378358,2024-05-28,0
28.246373,94.322854,2023-10-04,0
27.801794,95.546481,2025-05-13,0
27.758677,95.910432,2019-05-09,0
26.912195,94.401847,2024-05-28,0
28.627326,94.016347,2024-07-02,0
28.442627,96.278495,2024-05-28,0
24.523491,92.901356,2025-05-30,0
27.686744,93.630566,2016-05-27,0
26.611126,92.54615,2025-05-31,0
27.895152,95.320643,2025-07-07,0
27.209196,88.230893,2012-06-22,0
23.944949,94.16208,2021-08-27,0
29.017961,95.11037,2008-07-01,0
26.527488,91.336905,2024-05-28,0
27.424324,92.865851,2025-06-01,0
25.162048,94.321211,2024-05-28,0
27.351107,88.836353,2024-09-12,0
26.92455,94.87133,2023-06-17,0
28.857383,96.378442,2025-05-30,0
27.629279,96.733922,2024-07-02,0
25.043595,93.495135,2025-06-01,0
28.195025,93.994255,2023-07-24,0
23.807949,91.842547,2025-06-01,0
27.06243,92.268753,2024-08-06,0
25.808904,92.517166,2025-06-15,0
28.502184,94.515497,2025-07-02,0
26.9176,94.182155,2016-07-17,0
24.852314,92.928778,2024-07-02,0
27.232159,95.837728,2024-09-25,0
28.033983,97.109912,2014-08-26,0
28.561728,94.199785,2025-05-29,0
28.789695,95.320095,2023-10-25,0
25.125625,94.19226,2024-05-28,0
27.835009,92.944419,2017-06-16,0
26.375732,92.137523,2023-09-17,0
25.802166,89.926165,2025-06-05,0
24.79299,93.940258,2018-05-18,0
26.811443,91.660389,2024-05-28,0
23.853922,92.143649,2022-04-04,0
23.634547,93.116162,2024-05-28,0
24.568936,93.360513,2021-09-18,0
27.491363,95.484331,2025-06-01,0
24.378765,92.743349,2023-06-09,0
27.87111,88.576309,2021-08-01,0
26.237848,92.953216,2025-06-14,0
26.439406,91.799397,2025-06-01,0
26.335254,91.36319,2024-06-01,0
25.584453,92.536047,2024-05-28,0
26.506242,90.156698,2013-08-15,0
29.189862,94.430459,2020-06-05,0
27.42763,96.759371,2025-05-29,0
25.642473,92.518204,2024-08-28,0
26.628485,89.873186,2024-05-28,0
23.20514,92.462623,2025-05-30,0
25.205455,94.082469,2019-07-02,0
24.596645,94.331823,2024-05-28,0
25.259175,90.434229,2024-05-28,0
22.949253,92.473643,2025-05-31,0
25.596289,91.8246,2025-06-01,0
25.480567,94.501235,2022-05-14,0
26.288686,95.043852,2007-08-11,0
27.655228,94.768681,2024-09-24,0
25.049192,92.479475,2025-05-31,0
25.518337,93.983373,2025-06-02,0
25.484827,92.222842,2024-05-28,0
26.920351,92.771366,2016-07-20,0
25.21742,91.911292,2024-05-28,0
28.032557,93.679898,2019-07-09,0
25.395395,90.524832,2018-08-24,0
25.336563,92.172162,2024-06-01,0
26.658006,92.53438,2024-07-02,0
24.810861,93.356372,2016-04-23,0
24.367898,93.775247,2024-05-28,0
26.020049,94.625391,2007-08-18,0
27.583542,95.300091,2024-07-02,0
26.235868,94.204378,2024-05-28,0
28.345324,95.013815,2016-07-17,0
25.015351,94.551277,2025-05-31,0
27.555949,96.695558,2018-08-24,0
26.026054,92.797741,2023-08-17,0
27.422599,94.311078,2024-05-28,0
22.713013,92.899881,2020-05-25,0
24.355201,92.795859,2025-06-01,0
25.573142,90.42462,2013-08-11,0
26.578905,94.067402,2024-05-28,0
27.104937,95.520611,2024-05-28,0
28.531626,94.791018,2024-05-28,0
23.615216,93.215066,2025-06-01,0
25.116007,92.978733,2024-05-28,0
25.628295,93.605387,2024-05-28,0
27.785345,93.992785,2025-06-04,0
25.368924,90.772338,2024-05-28,0
26.794392,95.414747,2025-06-05,0
23.879321,92.73891,2024-05-28,0
26.872223,93.244922,2025-06-01,0
23.825305,92.680402,2007-07-19,0
25.368217,94.24699,2014-07-18,0
25.67782,90.639398,2024-05-28,0
25.767615,94.258195,2024-05-28,0
28.290145,96.530311,2024-05-28,0
28.382722,94.988968,2023-07-25,0
26.594654,91.322327,2014-07-17,0
25.390069,93.865796,2025-05-30,0
25.707282,93.693676,2025-06-01,0
27.032817,94.935577,2025-05-24,0
25.118946,92.875799,2024-09-03,0
28.800489,96.282139,2024-05-28,0
25.675998,90.294101,2007-09-15,0
22.484598,92.959877,2024-05-28,0
23.603758,92.85794,2024-07-02,0
24.654027,94.084045,2024-05-28,0
27.614105,95.612781,2024-07-02,0
27.817237,94.199431,2024-07-02,0
29.075167,94.765459,2024-05-28,0
25.650341,93.328113,2024-05-28,0
25.828336,92.690867,2013-08-17,0
28.692697,94.655535,2025-06-01,0
25.370838,93.194564,2024-09-28,0
25.231456,90.336707,2025-07-05,0
26.78577,92.805338,2022-11-20,0
27.776517,92.815345,2025-05-30,0
27.279205,88.764532,2024-05-28,0
28.690853,94.746994,2024-07-20,0
28.148268,93.991358,2016-04-22,0
25.827162,94.504695,2025-05-31,0
25.617362,92.802938,2024-05-28,0
26.819266,94.118632,2024-08-08,0
26.415196,92.545044,2016-04-18,0
25.382152,90.155519,2022-05-14,0
25.127244,93.592476,2025-06-01,0
26.064097,95.034453,2025-06-01,0
25.883901,90.001936,2025-06-01,0
26.921229,93.810808,2008-08-10,0
24.73352,92.97885,2023-09-17,0
28.618287,94.375654,2025-05-31,0
26.41895,92.201376,2024-05-28,0
26.493536,94.756862,2018-05-20,0
27.958062,93.303973,2024-08-13,0
25.967546,93.409509,2007-07-19,0
23.635943,91.412728,2024-05-28,0
26.483485,92.034087,2025-05-30,0
24.906525,94.410727,2025-05-30,0
28.125972,96.850242,2025-05-30,0
28.860821,95.776095,2022-09-12,0
24.623944,94.015801,2025-06-04,0
27.056494,94.362537,2024-07-18,0
24.866953,94.048867,2025-06-01,0
25.292023,91.960822,2024-07-02,0
23.859928,91.579686,2023-08-06,0
27.161881,97.004835,2022-05-15,0
26.524976,94.676583,2022-05-15,0
29.191064,96.315595,2025-05-31,0
28.957414,95.661302,2024-05-24,0
26.241682,91.09815,2025-07-07,0
27.393199,92.564072,2011-07-06,0
27.677593,94.138068,2025-09-11,0
27.172405,95.357904,2024-05-28,0
23.686826,91.244691,2024-07-02,0
23.885128,92.0701,2017-07-03,0
23.587243,91.582944,2024-05-28,0
25.88414,91.654964,2016-05-17,0
26.268848,92.837661,2024-05-28,0
23.635676,91.630396,2025-06-01,0
28.470872,94.820906,2024-06-30,0
25.873591,94.275743,2024-09-28,0
24.388137,93.082367,2024-07-02,0
26.060534,90.593825,2011-05-31,0
26.678047,92.668641,2024-08-13,0
27.204204,94.851851,2025-05-31,0
24.952698,93.439322,2025-06-01,0
25.353186,93.653045,2008-12-26,0
23.469892,92.670428,2017-06-04,0
27.062931,92.388211,2024-09-28,0
27.455148,92.369316,2023-06-02,0
23.117927,93.257612,2022-06-17,0
26.378013,94.913067,2024-05-28,0
26.596589,92.128583,2024-05-28,0
27.613016,93.084579,2024-07-02,0
27.967232,94.533001,2022-06-16,0
25.56215,92.734374,2024-06-17,0
26.935371,92.96149,2024-09-24,0
26.770833,93.199061,2025-05-31,0
27.358462,94.780194,2019-06-27,0
25.56775,91.393772,2025-06-01,0
25.948833,90.723528,2024-05-28,0
25.747227,91.140569,2025-06-01,0
27.518598,94.133724,2024-07-02,0
28.722224,95.746559,2023-06-17,0
27.491315,88.186811,2025-06-02,0
23.468649,93.245377,2024-05-28,0
25.50247,90.011292,2025-06-01,0
25.638312,89.974588,2024-05-28,0
26.769692,92.778534,2024-10-21,0
26.332703,91.953283,2024-06-18,0
29.357231,95.942206,2022-06-15,0
27.507864,95.08516,2024-05-28,0
26.867215,94.783565,2025-06-01,0
26.498555,94.781053,2024-05-28,0
25.389431,90.728862,2022-08-25,0
25.615169,91.146198,2024-08-21,0
25.578117,91.688707,2024-06-20,0
25.42687,91.49031,2025-06-01,0
28.54143,94.431064,2007-09-15,0
26.365695,91.333676,2022-06-15,0
24.904522,94.276317,2023-06-04,0
25.228664,92.463029,2023-08-12,0
25.542814,92.798038,2018-04-28,0
28.188667,94.186352,2009-07-01,0
24.728548,93.334487,2015-06-01,0
26.775395,94.744501,2024-07-02,0
26.70173,90.224029,2008-08-16,0
25.694168,90.776643,2022-05-14,0
25.42577,91.24428,2024-07-02,0
25.618932,93.205041,2025-09-13,0
24.692212,94.268684,2024-08-18,0
24.147713,93.329052,2025-05-31,0
24.363984,92.93762,2024-05-28,0
28.81999,94.379231,2024-05-28,0
28.717683,96.164236,2016-05-22,0
28.300422,95.56018,2024-07-07,0
25.82514,90.931868,2025-06-01,0
