latitude,longitude,historical_landslide,state
26.595914,92.237575,0,Assam
27.401921,88.308364,0,Sikkim
27.667952,95.124699,0,Assam
28.213784,94.479141,0,Arunachal Pradesh
25.210938,91.914063,0,Meghalaya
27.311448,94.721487,0,Assam
25.349691,91.114981,0,Meghalaya
26.502857,90.980374,0,Assam
27.947988,96.719258,0,Arunachal Pradesh
27.935191,93.477844,0,Arunachal Pradesh
25.955434,94.940582,0,Nagaland
28.086481,94.709754,0,Arunachal Pradesh
27.95281,96.245338,0,Arunachal Pradesh
28.17232,93.172372,0,Arunachal Pradesh
27.19896,95.439042,0,Assam
26.492241,95.048389,0,Nagaland
24.101358,93.088762,0,Manipur
27.71984,92.921515,0,Arunachal Pradesh
26.618557,90.728881,0,Assam
25.929036,92.861996,0,Assam
26.177137,91.821284,0,Assam
27.315706,88.405963,0,Sikkim
27.859341,93.822737,0,Arunachal Pradesh
22.422946,92.97885,0,Mizoram
27.182922,88.628356,0,Sikkim
24.16132,93.831983,0,Manipur
27.438105,94.305965,0,Assam
25.916135,94.82989,0,Nagaland
28.126614,96.2232,0,Arunachal Pradesh
27.642104,95.065509,0,Assam
23.664067,91.803384,0,Tripura
24.498327,94.364772,0,Manipur
28.071562,93.424325,0,Arunachal Pradesh
27.439823,95.269915,0,Assam
26.125124,91.475235,0,Assam
23.283073,92.721731,0,Mizoram
23.609879,91.722923,0,Tripura
27.368113,92.959016,0,Arunachal Pradesh
26.687936,93.589853,0,Assam
27.383986,96.048062,0,Arunachal Pradesh
25.739768,93.764304,0,Nagaland
25.41485,91.672354,0,Meghalaya
25.00457,92.719039,0,Assam
28.442543,93.206612,0,Arunachal Pradesh
27.229538,92.451965,0,Arunachal Pradesh
27.749043,92.956666,0,Arunachal Pradesh
25.99823,90.708754,0,Assam
27.633548,93.5263,0,Arunachal Pradesh
29.026435,94.808508,0,Arunachal Pradesh
25.747039,93.714417,0,Nagaland
28.391829,94.549645,0,Arunachal Pradesh
25.851105,90.775613,0,Meghalaya
27.562986,91.840692,0,Arunachal Pradesh
24.91651,92.64094,0,Assam
27.160659,88.448127,0,Sikkim
23.32032,92.797932,0,Mizoram
25.593011,93.389845,0,Nagaland
26.113387,90.870162,0,Assam
27.484061,96.592455,0,Arunachal Pradesh
25.006525,92.981545,0,Assam
26.439406,91.799397,0,Assam
26.639848,91.967506,0,Assam
28.484418,95.608647,0,Arunachal Pradesh
28.188667,94.186352,0,Arunachal Pradesh
27.655926,94.045138,0,Arunachal Pradesh
27.026865,95.025332,0,Assam
28.368686,95.166955,0,Arunachal Pradesh
26.732365,93.457887,0,Assam
24.155723,93.326846,0,Manipur
28.618067,95.272383,0,Arunachal Pradesh
27.902805,93.36578,0,Arunachal Pradesh
29.114401,96.067061,0,Arunachal Pradesh
28.01403,95.901158,0,Arunachal Pradesh
25.083639,92.310096,0,Meghalaya
26.506242,90.156698,0,Assam
26.163227,94.190939,0,Nagaland
27.840924,95.575888,0,Assam
27.683099,91.831132,0,Arunachal Pradesh
26.251732,93.188414,0,Assam
26.684017,91.25287,0,Assam
28.026558,93.293513,0,Arunachal Pradesh
27.70858,96.306327,0,Arunachal Pradesh
28.335282,95.28033,0,Arunachal Pradesh
28.205583,96.046401,0,Arunachal Pradesh
26.458538,92.843269,0,Assam
28.136306,95.754266,0,Arunachal Pradesh
25.276377,93.487808,0,Nagaland
25.271721,92.668138,0,Meghalaya
24.533095,93.618001,0,Manipur
27.396234,96.213839,0,Arunachal Pradesh
28.885165,95.777255,0,Arunachal Pradesh
27.793238,88.640234,0,Sikkim
25.456089,91.784894,0,Meghalaya
23.587243,91.582944,0,Tripura
26.050034,92.409236,0,Assam
26.399554,90.899229,0,Assam
24.083122,92.065477,0,Tripura
28.201598,94.423975,0,Arunachal Pradesh
25.960243,91.757137,0,Meghalaya
25.700422,94.977365,0,Nagaland
28.549152,94.01988,0,Arunachal Pradesh
27.46818,93.146216,0,Arunachal Pradesh
27.443198,92.630884,0,Arunachal Pradesh
28.322582,96.253272,0,Arunachal Pradesh
27.209014,92.276181,0,Arunachal Pradesh
24.403966,93.376466,0,Manipur
25.377315,91.753103,0,Meghalaya
27.754337,93.564613,0,Arunachal Pradesh
25.175887,90.536548,0,Meghalaya
24.113552,93.736912,0,Manipur
26.92455,94.87133,0,Assam
27.143501,93.635965,0,Arunachal Pradesh
24.136608,92.781814,0,Mizoram
26.677719,92.827354,0,Assam
24.074131,94.097042,0,Manipur
26.04687,92.260105,0,Meghalaya
24.008912,93.799158,0,Manipur
24.833558,93.015287,0,Assam
25.657139,93.434618,0,Assam
27.88948,95.060541,0,Arunachal Pradesh
27.069418,93.014755,0,Arunachal Pradesh
27.903608,94.426701,0,Arunachal Pradesh
27.626368,96.170025,0,Arunachal Pradesh
25.376636,91.132162,0,Meghalaya
27.504399,94.437858,0,Assam
27.882008,95.972195,0,Arunachal Pradesh
27.376912,95.170845,0,Assam
27.106105,93.727288,0,Arunachal Pradesh
27.058432,92.59763,0,Arunachal Pradesh
26.282222,92.828337,0,Assam
25.584453,92.536047,0,Meghalaya
26.319944,94.636779,0,Nagaland
24.399264,92.277149,0,Assam
28.092761,96.342162,0,Arunachal Pradesh
23.732326,92.943161,0,Mizoram
26.781547,94.565709,0,Assam
25.376617,91.338811,0,Meghalaya
23.984693,92.505932,0,Mizoram
28.031447,95.618309,0,Arunachal Pradesh
27.902783,92.773148,0,Arunachal Pradesh
25.268007,92.240515,0,Meghalaya
24.482972,92.644101,0,Assam
26.014186,94.304268,0,Nagaland
26.367691,91.204164,0,Assam
27.935196,97.079509,0,Arunachal Pradesh
28.581578,96.012336,0,Arunachal Pradesh
27.972969,88.41538,0,Sikkim
23.667788,91.514076,0,Tripura
28.586049,96.260122,0,Arunachal Pradesh
27.955589,95.787315,0,Assam
26.121028,93.962938,0,Assam
24.822971,92.945672,0,Assam
25.699866,92.624525,0,Assam
29.394173,96.006027,0,Arunachal Pradesh
25.319205,90.100061,0,Meghalaya
25.259445,94.003517,0,Manipur
25.818245,91.455703,0,Meghalaya
23.514089,91.479583,0,Tripura
28.08386,93.120267,0,Arunachal Pradesh
22.595485,92.888229,0,Mizoram
26.664312,91.426498,0,Assam
24.791678,92.560638,0,Assam
29.030481,96.122554,0,Arunachal Pradesh
26.595653,91.071597,0,Assam
27.776517,92.815345,0,Arunachal Pradesh
25.35359,94.308682,0,Manipur
23.30714,93.176758,0,Mizoram
27.421184,95.412566,0,Assam
26.567037,93.341273,0,Assam
28.574569,94.978099,0,Arunachal Pradesh
26.886421,95.527171,0,Arunachal Pradesh
26.759311,93.513324,0,Assam
26.084248,90.233423,0,Assam
27.226766,94.153906,0,Assam
26.287043,90.310969,0,Assam
24.258481,93.238521,0,Manipur
25.620985,91.940596,0,Meghalaya
27.487499,94.071997,0,Arunachal Pradesh
27.772098,95.633966,0,Assam
27.396547,93.758078,0,Arunachal Pradesh
28.416943,95.766567,0,Arunachal Pradesh
25.685691,92.96643,0,Assam
26.141846,93.460697,0,Assam
28.434734,95.444284,0,Arunachal Pradesh
23.244026,93.163648,0,Mizoram
26.505104,93.222219,0,Assam
25.747512,92.88769,0,Assam
24.568936,93.360513,0,Manipur
23.329745,92.847367,0,Mizoram
24.907849,94.004507,0,Manipur
28.376088,95.670715,0,Arunachal Pradesh
28.702367,94.855546,0,Arunachal Pradesh
27.432198,95.337445,0,Assam
24.560918,93.529331,0,Manipur
26.860137,92.505508,0,Assam
23.523619,92.431505,0,Mizoram
25.404552,94.596506,0,Manipur
26.908514,92.398192,0,Assam
27.381266,92.209599,0,Arunachal Pradesh
28.905498,94.232852,0,Arunachal Pradesh
28.957214,95.15631,0,Arunachal Pradesh
26.628485,89.873186,0,Assam
25.187082,93.388363,0,Manipur
25.975043,91.183266,0,Assam
25.366911,94.219875,0,Manipur
28.045502,96.255429,0,Arunachal Pradesh
27.080548,95.437246,0,Arunachal Pradesh
27.212884,93.571837,0,Arunachal Pradesh
28.259138,94.795537,0,Arunachal Pradesh
27.525106,88.632934,0,Sikkim
28.001121,94.171172,0,Arunachal Pradesh
25.67709,94.541593,0,Nagaland
27.799117,96.360995,0,Arunachal Pradesh
25.664288,90.182046,0,Meghalaya
27.34997,88.590641,0,Sikkim
27.091137,95.793815,0,Arunachal Pradesh
25.675803,91.824637,0,Meghalaya
27.035594,92.175017,0,Arunachal Pradesh
25.54925,90.325788,0,Meghalaya
25.207675,90.372809,0,Meghalaya
27.940138,95.242841,0,Arunachal Pradesh
22.231521,92.845943,0,Mizoram
25.829819,93.129742,0,Assam
26.983861,95.64875,0,Arunachal Pradesh
27.357132,88.29888,0,Sikkim
23.411247,92.369074,0,Mizoram
25.416604,90.329599,0,Meghalaya
25.933995,91.407074,0,Assam
23.307692,93.324884,0,Mizoram
25.914639,93.010534,0,Assam
23.849819,92.049732,0,Tripura
28.503896,94.320588,0,Arunachal Pradesh
28.859782,95.7451,0,Arunachal Pradesh
23.853284,92.143657,0,Tripura
25.888251,93.513046,0,Assam
27.204241,95.821315,0,Arunachal Pradesh
24.277596,92.012869,0,Tripura
26.375164,91.117637,0,Assam
27.923914,95.110661,0,Arunachal Pradesh
26.346945,94.170672,0,Assam
27.320332,88.65105,0,Sikkim
28.396669,95.131259,0,Arunachal Pradesh
23.968695,93.944789,0,Manipur
25.716811,93.751926,0,Nagaland
28.124166,95.816032,0,Arunachal Pradesh
26.81703,94.01818,0,Assam
26.382712,89.879883,0,Assam
28.06361,94.453182,0,Arunachal Pradesh
26.128523,91.605427,0,Assam
26.32662,93.606808,0,Assam
28.796675,94.70071,0,Arunachal Pradesh
28.109882,92.858993,0,Arunachal Pradesh
23.230945,93.09381,0,Mizoram
27.954638,96.883778,0,Arunachal Pradesh
26.241566,95.071457,0,Nagaland
28.600099,93.610123,0,Arunachal Pradesh
25.985229,94.883738,0,Nagaland
28.347602,95.67679,0,Arunachal Pradesh
25.801924,91.359411,0,Meghalaya
25.754531,92.151904,0,Meghalaya
25.501865,92.471091,0,Meghalaya
27.896519,93.562707,0,Arunachal Pradesh
25.12707,93.651747,0,Manipur
24.448477,93.259611,0,Manipur
28.598718,94.02868,0,Arunachal Pradesh
26.529525,90.673067,0,Assam
23.811394,91.619617,0,Tripura
26.54442,90.501896,0,Assam
28.152825,95.157224,0,Arunachal Pradesh
26.023745,91.834892,0,Meghalaya
27.880571,93.407037,0,Arunachal Pradesh
25.963556,90.099281,0,Assam
25.716606,93.020045,0,Assam
28.565354,93.785033,0,Arunachal Pradesh
25.137906,93.424709,0,Manipur
27.394598,95.125632,0,Assam
28.072626,93.649757,0,Arunachal Pradesh
26.126655,90.404893,0,Assam
24.965942,93.344514,0,Manipur
27.626657,88.606256,0,Sikkim
27.75305,95.039459,0,Assam
27.60711,93.072093,0,Arunachal Pradesh
26.054486,93.939265,0,Assam
28.259805,95.413179,0,Arunachal Pradesh
26.579522,93.144241,0,Assam
27.996637,93.073631,0,Arunachal Pradesh
26.595153,91.733334,0,Assam
27.054067,94.803127,0,Assam
24.659271,92.503515,0,Assam
24.811097,94.56444,0,Manipur
28.017239,95.262916,0,Arunachal Pradesh
24.206337,94.135177,0,Manipur
27.513426,95.396636,0,Assam
25.213117,93.246118,0,Assam
22.316353,92.689145,0,Mizoram
27.889292,88.147278,0,Sikkim
27.829189,93.38203,0,Arunachal Pradesh
27.834926,96.246151,0,Arunachal Pradesh
26.517599,91.15214,0,Assam
27.022041,94.543774,0,Assam
27.947158,97.067698,0,Arunachal Pradesh
25.506932,94.53585,0,Manipur
27.688395,91.784178,0,Arunachal Pradesh
24.876224,93.777445,0,Manipur
25.831457,93.026677,0,Assam
24.920908,92.865565,0,Assam
28.860275,94.878945,0,Arunachal Pradesh
23.655765,92.512587,0,Mizoram
26.370859,91.262288,0,Assam
27.603729,91.639722,0,Arunachal Pradesh
23.932351,91.4764,0,Tripura
24.271287,92.844749,0,Mizoram
29.08983,95.085518,0,Arunachal Pradesh
24.239228,92.047404,0,Tripura
27.733114,92.218609,0,Arunachal Pradesh
27.482712,93.791579,0,Arunachal Pradesh
28.078162,93.848109,0,Arunachal Pradesh
27.691017,95.284173,0,Assam
27.526231,94.042941,0,Arunachal Pradesh
22.171123,92.611889,0,Mizoram
23.217306,91.579912,0,Tripura
26.869922,94.726373,0,Assam
24.852753,93.716035,0,Manipur
26.721562,91.10466,0,Assam
25.725882,94.773092,0,Nagaland
28.436575,96.076498,0,Arunachal Pradesh
27.511516,95.418466,0,Assam
27.322233,92.850823,0,Arunachal Pradesh
25.508604,91.738142,0,Meghalaya
25.157346,90.472015,0,Meghalaya
24.661647,93.042388,0,Assam
27.627005,94.463379,0,Arunachal Pradesh
26.978771,95.537043,0,Arunachal Pradesh
26.423647,90.277149,0,Assam
26.915195,92.734604,0,Assam
27.474149,96.22968,0,Arunachal Pradesh
26.352674,92.013071,0,Assam
23.106582,92.848851,0,Mizoram
26.295848,90.968829,0,Assam
25.322289,90.590351,0,Meghalaya
26.442168,94.864398,0,Nagaland
28.198897,96.515693,0,Arunachal Pradesh
26.398334,94.110454,0,Assam
25.702761,94.212295,0,Nagaland
22.31164,92.850651,0,Mizoram
27.145446,88.165349,0,Sikkim
25.206062,91.640384,0,Meghalaya
26.69174,92.787097,0,Assam
26.140312,94.324557,0,Nagaland
26.102111,90.223643,0,Assam
22.296502,92.809767,0,Mizoram
25.109502,92.54893,0,Assam
28.383831,95.072862,0,Arunachal Pradesh
28.202028,93.546459,0,Arunachal Pradesh
25.232887,93.542931,0,Manipur
25.22067,94.489618,0,Manipur
22.053262,92.926879,0,Mizoram
27.661301,95.279021,0,Assam
26.066004,92.053602,0,Assam
26.210752,93.035014,0,Assam
27.847212,93.717847,0,Arunachal Pradesh
26.003545,92.975402,0,Assam
25.853805,93.258129,0,Assam
27.073673,92.986534,0,Arunachal Pradesh
27.822208,94.036578,0,Arunachal Pradesh
28.194347,93.439393,0,Arunachal Pradesh
24.465843,92.345856,0,Assam
25.378763,92.341956,0,Meghalaya
26.989654,94.649754,0,Assam
27.84079,93.67263,0,Arunachal Pradesh
26.519943,90.6476,0,Assam
26.362525,91.154634,0,Assam
28.814301,96.300259,0,Arunachal Pradesh
25.598433,90.772793,0,Meghalaya
27.285742,95.819543,0,Assam
27.466444,88.182123,0,Sikkim
23.530054,92.330558,0,Mizoram
23.276831,92.430623,0,Mizoram
28.087405,96.898872,0,Arunachal Pradesh
27.921942,96.700296,0,Arunachal Pradesh
25.563541,91.520074,0,Meghalaya
27.193236,93.299757,0,Arunachal Pradesh
28.290705,93.75061,0,Arunachal Pradesh
27.538323,96.285881,0,Arunachal Pradesh
23.442283,93.366065,0,Mizoram
24.302498,92.056342,0,Tripura
27.849439,92.751909,0,Arunachal Pradesh
24.402733,93.293328,0,Manipur
26.403641,92.414853,0,Assam
28.451489,93.399648,0,Arunachal Pradesh
29.159915,94.900149,0,Arunachal Pradesh
28.043075,95.577657,0,Arunachal Pradesh
26.165689,91.319403,0,Assam
27.4217,95.379287,0,Assam
25.88375,92.128373,0,Meghalaya
24.992785,92.994064,0,Assam
26.046702,90.578766,0,Assam
26.063888,89.833749,0,Assam
28.946275,96.388195,0,Arunachal Pradesh
26.057934,92.744386,0,Assam
25.292952,91.15205,0,Meghalaya
24.02246,92.189318,0,Tripura
24.592465,93.839503,0,Manipur
24.448473,93.096553,0,Manipur
27.20695,92.650425,0,Arunachal Pradesh
26.952914,94.880571,0,Assam
28.634208,93.653502,0,Arunachal Pradesh
27.228474,88.519806,0,Sikkim
28.502051,93.33202,0,Arunachal Pradesh
29.214675,96.270801,0,Arunachal Pradesh
27.105775,94.166659,0,Assam
26.709332,90.452997,0,Assam
27.697246,92.640349,0,Arunachal Pradesh
28.295855,94.632063,0,Arunachal Pradesh
26.084892,92.371332,0,Assam
24.695707,93.557604,0,Manipur
27.133137,88.127064,0,Sikkim
27.198615,92.773551,0,Arunachal Pradesh
26.657738,93.114592,0,Assam
28.652449,93.797191,0,Arunachal Pradesh
26.207848,91.526261,0,Assam
26.787667,93.442183,0,Assam
28.143252,96.604515,0,Arunachal Pradesh
25.533665,94.753748,0,Nagaland
27.173946,88.426792,0,Sikkim
25.544814,90.283846,0,Meghalaya
29.137943,94.749307,0,Arunachal Pradesh
26.231884,94.237502,0,Nagaland
26.312992,90.72887,0,Assam
24.777133,92.625908,0,Assam
28.17482,93.96179,0,Arunachal Pradesh
23.859928,91.579686,0,Tripura
23.595318,91.702825,0,Tripura
27.616358,92.304052,0,Arunachal Pradesh
28.417617,96.070589,0,Arunachal Pradesh
25.127244,93.592476,0,Manipur
28.580188,94.320453,0,Arunachal Pradesh
28.598543,95.507773,0,Arunachal Pradesh
22.525086,92.906837,0,Mizoram
25.427299,92.354864,0,Meghalaya
23.301721,93.189512,0,Mizoram
27.379686,96.565537,0,Arunachal Pradesh
26.196267,94.464837,0,Nagaland
27.75608,92.089684,0,Arunachal Pradesh
23.531287,92.742065,0,Mizoram
26.081081,91.503968,0,Assam
25.480567,94.501235,0,Manipur
23.718661,91.205416,0,Tripura
28.023199,93.041427,0,Arunachal Pradesh
24.765549,93.159037,0,Manipur
23.205305,92.84341,0,Mizoram
25.978852,93.794073,0,Assam
28.251888,93.890242,0,Arunachal Pradesh
25.607224,90.620277,0,Meghalaya
22.765679,92.946694,0,Mizoram
26.473974,91.395609,0,Assam
25.688145,94.751968,0,Nagaland
25.068639,93.63589,0,Manipur
26.516683,91.566874,0,Assam
28.120149,94.986367,0,Arunachal Pradesh
24.701239,92.722835,0,Assam
24.713896,93.250139,0,Manipur
28.272599,95.920449,0,Arunachal Pradesh
28.645057,95.092301,0,Arunachal Pradesh
24.903113,92.826784,0,Assam
26.877239,90.406991,0,Assam
25.187357,92.157748,0,Meghalaya
25.353907,91.555675,0,Meghalaya
27.173754,94.165434,0,Assam
28.338193,94.396987,0,Arunachal Pradesh
25.650254,93.030362,0,Assam
27.508499,93.819054,0,Arunachal Pradesh
27.077964,93.660051,0,Arunachal Pradesh
23.741907,91.197577,0,Tripura
23.632713,93.009942,0,Mizoram
28.027873,95.676015,0,Arunachal Pradesh
28.324564,95.856669,0,Arunachal Pradesh
24.993058,92.985249,0,Assam
25.45392,91.488613,0,Meghalaya
28.834807,94.853726,0,Arunachal Pradesh
23.96122,93.311576,0,Mizoram
25.353275,91.122275,0,Meghalaya
28.724553,95.270401,0,Arunachal Pradesh
23.745724,91.401166,0,Tripura
25.493684,91.497298,0,Meghalaya
24.371634,93.614547,0,Manipur
25.350783,90.264041,0,Meghalaya
29.021607,96.447088,0,Arunachal Pradesh
23.59582,93.338421,0,Mizoram
28.125972,96.850242,0,Arunachal Pradesh
27.94203,96.527773,0,Arunachal Pradesh
27.047968,94.127275,0,Assam
28.080186,94.104882,0,Arunachal Pradesh
28.527558,95.501128,0,Arunachal Pradesh
25.349022,92.192853,0,Meghalaya
24.952698,93.439322,0,Manipur
27.683753,88.450787,0,Sikkim
28.075845,94.595227,0,Arunachal Pradesh
28.957414,95.661302,0,Arunachal Pradesh
27.150223,97.108878,0,Arunachal Pradesh
24.582118,93.863566,0,Manipur
28.381804,94.839533,0,Arunachal Pradesh
29.212777,94.772621,0,Arunachal Pradesh
27.741444,94.028097,0,Arunachal Pradesh
27.202986,92.173905,0,Arunachal Pradesh
25.504922,91.430288,0,Meghalaya
28.671226,94.531555,0,Arunachal Pradesh
27.824236,95.82981,0,Assam
25.757751,92.024695,0,Meghalaya
23.132105,92.765881,0,Mizoram
28.275458,94.275182,0,Arunachal Pradesh
27.264254,92.09915,0,Arunachal Pradesh
26.717038,92.791187,0,Assam
27.338786,93.333743,0,Arunachal Pradesh
27.097755,94.263745,0,Assam
27.888184,96.445473,0,Arunachal Pradesh
23.983745,93.009415,0,Mizoram
25.641103,94.439255,0,Nagaland
24.312622,92.576934,0,Assam
29.08798,96.066471,0,Arunachal Pradesh
26.855971,95.271168,0,Arunachal Pradesh
27.844453,88.551284,0,Sikkim
27.891182,94.879421,0,Arunachal Pradesh
27.955363,93.358216,0,Arunachal Pradesh
25.162024,91.474442,0,Meghalaya
26.057627,91.030294,0,Assam
23.3313,91.375409,0,Tripura
27.598753,93.385447,0,Arunachal Pradesh
25.943674,91.805776,0,Meghalaya
24.995433,94.097,0,Manipur
25.877744,93.336762,0,Assam
25.581621,92.623774,0,Assam
27.019652,94.141823,0,Assam
29.193771,94.549982,0,Arunachal Pradesh
25.516007,93.039426,0,Assam
24.592296,93.132788,0,Manipur
28.984059,95.915011,0,Arunachal Pradesh
26.733548,95.39777,0,Arunachal Pradesh
25.372567,93.305229,0,Assam
26.164049,91.968699,0,Assam
25.215754,94.267292,0,Manipur
26.247838,91.781147,0,Assam
26.579451,93.324086,0,Assam
27.351286,93.592173,0,Arunachal Pradesh
23.493162,91.899705,0,Tripura
26.229181,93.272804,0,Assam
24.186802,92.098048,0,Tripura
28.889055,96.48343,0,Arunachal Pradesh
27.606909,93.550094,0,Arunachal Pradesh
28.540813,96.293454,0,Arunachal Pradesh
25.897346,90.492148,0,Meghalaya
26.887441,94.367317,0,Assam
23.039606,93.289407,0,Mizoram
26.496516,91.961774,0,Assam
27.73903,93.024512,0,Arunachal Pradesh
26.34725,92.455204,0,Assam
25.197533,90.626983,0,Meghalaya
28.133564,93.338443,0,Arunachal Pradesh
26.666343,93.486753,0,Assam
29.193828,95.904885,0,Arunachal Pradesh
25.178017,93.233191,0,Assam
28.884179,95.590733,0,Arunachal Pradesh
24.732051,93.107812,0,Manipur
25.383288,89.844528,0,Meghalaya
25.332435,90.193175,0,Meghalaya
25.736369,93.459447,0,Assam
27.968263,94.5283,0,Arunachal Pradesh
27.289121,94.133275,0,Assam
25.607381,94.241749,0,Nagaland
28.222029,95.475809,0,Arunachal Pradesh
27.613759,94.873171,0,Assam
25.465521,90.396681,0,Meghalaya
25.159444,94.313789,0,Manipur
27.591272,93.746311,0,Arunachal Pradesh
26.31802,90.182267,0,Assam
28.081667,95.246842,0,Arunachal Pradesh
25.390312,93.090364,0,Assam
27.957416,96.910418,0,Arunachal Pradesh
27.939417,95.622084,0,Assam
28.068568,88.562168,0,Sikkim
28.835967,94.801536,0,Arunachal Pradesh
27.781558,92.36075,0,Arunachal Pradesh
27.14032,94.04931,0,Assam
28.42937,93.659441,0,Arunachal Pradesh
26.016252,91.394286,0,Assam
24.494923,93.924557,0,Manipur
24.839602,94.480791,0,Manipur
25.756677,90.406867,0,Meghalaya
29.068236,94.964027,0,Arunachal Pradesh
26.660297,92.576003,0,Assam
27.730631,92.25546,0,Arunachal Pradesh
28.016024,93.208954,0,Arunachal Pradesh
27.945245,94.532431,0,Arunachal Pradesh
26.363444,91.326236,0,Assam
26.441869,91.349153,0,Assam
28.693788,94.923802,0,Arunachal Pradesh
27.572717,96.899122,0,Arunachal Pradesh
26.136157,90.360342,0,Assam
27.096033,94.396511,0,Assam
27.509497,96.555298,0,Arunachal Pradesh
25.272652,90.780118,0,Meghalaya
25.842711,92.733327,0,Assam
26.305898,92.79322,0,Assam
25.759339,91.561263,0,Meghalaya
26.546478,91.296521,0,Assam
25.679175,94.422304,0,Nagaland
26.716438,91.746809,0,Assam
24.322233,93.631356,0,Manipur
23.096101,91.384246,0,Tripura
26.250162,94.161428,0,Nagaland
27.21669,95.132797,0,Assam
25.22052,91.793457,0,Meghalaya
27.36021,92.367353,0,Arunachal Pradesh
27.379163,95.783479,0,Assam
26.804087,92.84772,0,Assam
27.66186,94.166894,0,Arunachal Pradesh
27.826135,95.803855,0,Assam
28.588696,94.242521,0,Arunachal Pradesh
25.991434,94.698284,0,Nagaland
26.126491,91.083652,0,Assam
26.743683,92.692196,0,Assam
27.77968,92.907967,0,Arunachal Pradesh
27.773151,95.052737,0,Assam
25.943051,93.762979,0,Nagaland
28.996789,94.900491,0,Arunachal Pradesh
28.45628,96.114418,0,Arunachal Pradesh
26.526406,91.831323,0,Assam
27.569387,96.813575,0,Arunachal Pradesh
23.395488,93.081505,0,Mizoram
25.924708,90.308624,0,Meghalaya
27.714717,95.329293,0,Assam
25.192703,93.032063,0,Assam
27.631782,95.745565,0,Assam
28.577997,96.374467,0,Arunachal Pradesh
28.58364,94.340556,0,Arunachal Pradesh
27.561771,91.843147,0,Arunachal Pradesh
26.718989,92.765804,0,Assam
29.191064,96.315595,0,Arunachal Pradesh
27.58479,96.595526,0,Arunachal Pradesh
23.805201,92.288421,0,Mizoram
26.521615,90.133182,0,Assam
27.421331,94.942175,0,Assam
27.691743,94.670254,0,Arunachal Pradesh
26.674962,91.983995,0,Assam
26.320127,91.492741,0,Assam
22.696026,93.071963,0,Mizoram
23.944949,94.16208,0,Manipur
25.286018,92.403231,0,Meghalaya
25.406806,91.864228,0,Meghalaya
22.772924,92.742395,0,Mizoram
24.189598,93.098204,0,Manipur
23.225577,91.626588,0,Tripura
26.581588,89.931363,0,Assam
28.646445,93.588527,0,Arunachal Pradesh
26.991146,93.674705,0,Arunachal Pradesh
24.181718,92.189357,0,Tripura
27.696096,92.479288,0,Arunachal Pradesh
26.382325,91.885418,0,Assam
26.596589,92.128583,0,Assam
26.17288,92.566259,0,Assam
26.42013,93.213155,0,Assam
26.237172,93.820066,0,Assam
27.981294,92.797773,0,Arunachal Pradesh
28.314332,95.551422,0,Arunachal Pradesh
25.389431,90.728862,0,Meghalaya
26.316543,91.760036,0,Assam
23.936069,93.029453,0,Mizoram
28.531518,95.5911,0,Arunachal Pradesh
29.364989,95.86833,0,Arunachal Pradesh
26.469351,90.737348,0,Assam
25.85414,90.387503,0,Meghalaya
26.01048,94.280227,0,Nagaland
26.417988,90.239901,0,Assam
27.872734,97.038109,0,Arunachal Pradesh
27.658016,94.782655,0,Assam
26.396685,91.803552,0,Assam
26.139181,90.764665,0,Assam
26.014282,92.132363,0,Meghalaya
29.394658,95.952714,0,Arunachal Pradesh
26.22591,92.073312,0,Assam
25.551364,92.73756,0,Assam
26.777234,91.908352,0,Assam
25.22275,93.758726,0,Manipur
24.313909,92.502857,0,Assam
24.437024,93.737167,0,Manipur
26.720513,90.037729,0,Assam
25.248254,94.215826,0,Manipur
24.866095,92.528366,0,Assam
27.093287,93.099766,0,Arunachal Pradesh
26.435172,91.07391,0,Assam
24.395424,93.660024,0,Manipur
25.494536,94.75377,0,Nagaland
25.426901,93.965778,0,Manipur
26.046008,93.051709,0,Assam
23.226738,93.221597,0,Mizoram
24.237502,93.506548,0,Manipur
24.546076,94.416634,0,Manipur
24.252422,92.226011,0,Assam
27.694994,92.445788,0,Arunachal Pradesh
24.623944,94.015801,0,Manipur
27.534422,92.98452,0,Arunachal Pradesh
25.615169,91.146198,0,Meghalaya
23.612639,93.0352,0,Mizoram
27.866807,88.79395,0,Sikkim
28.852166,94.069207,0,Arunachal Pradesh
23.257695,93.041144,0,Mizoram
28.913412,94.225107,0,Arunachal Pradesh
25.572275,94.864766,0,Nagaland
24.141649,92.509244,0,Mizoram
23.163641,91.574205,0,Tripura
26.27189,93.536675,0,Assam
26.527768,91.222202,0,Assam
27.887739,93.418743,0,Arunachal Pradesh
26.110172,93.015933,0,Assam
26.285796,92.521694,0,Assam
23.700745,93.006774,0,Mizoram
25.022642,93.091481,0,Assam
28.720461,95.072932,0,Arunachal Pradesh
27.39028,94.310634,0,Assam
25.236691,93.491347,0,Manipur
28.539069,93.286425,0,Arunachal Pradesh
28.63684,95.757318,0,Arunachal Pradesh
25.852754,91.288706,0,Assam
27.52349,96.900076,0,Arunachal Pradesh
27.442442,93.500447,0,Arunachal Pradesh
28.251203,95.962656,0,Arunachal Pradesh
26.751335,93.092847,0,Assam
26.309578,91.097279,0,Assam
28.042687,96.711995,0,Arunachal Pradesh
27.921669,95.437909,0,Arunachal Pradesh
25.675447,89.949889,0,Meghalaya
25.878874,91.690008,0,Meghalaya
